TeamId,TeamName,SubmissionDate,Score
9087053,rf_benchmark.csv,"2022-08-30 00:29:03",7.34082
9100757,nobody,"2022-09-03 01:39:30",7.34533
9099984,Cabaxiom,"2022-09-03 11:14:29",7.37394
9103379,"Roman Kuliievych","2022-09-03 12:21:51",7.42240
9103390,"Sreenivas Gundu","2022-09-02 18:25:45",7.49264
9097977,yutoyoshida,"2022-09-03 15:45:36",7.59659
9096322,"Jacob Sosine","2022-09-01 04:36:42",7.59713
9099507,mateuszgrzyb.pl,"2022-09-03 00:25:37",7.60286
9099212,"Peter Jakubowski","2022-09-02 17:10:27",7.70427
9096654,"satrughna kumar","2022-09-01 05:52:13",7.79512
9102616,marcomolitor,"2022-09-03 14:02:52",7.84345
9097176,"Abdoulaye Balde","2022-09-03 05:09:18",7.86085
9097163,Born2Overfit,"2022-09-02 15:52:33",7.92207
9100191,"Andrea Cognolato","2022-09-02 14:22:33",7.92207
9096245,"Griffen Thoma","2022-09-02 22:59:46",7.92207
9096086,OmarVivas,"2022-09-03 02:29:29",7.92544
9096672,"Ibraheem Seyam","2022-09-03 10:24:51",7.95754
9096860,ta22sam,"2022-09-03 14:11:00",8.03455
9097941,a.chegodaykin,"2022-09-03 15:31:44",8.23266
9098020,"Samuel Cortinhas","2022-09-03 09:35:56",8.24478
9098966,Satoshi_S,"2022-09-03 16:09:21",8.27227
9101388,Pomiro,"2022-09-03 06:08:20",8.39995
9102495,"Alex Padros","2022-09-02 10:25:27",8.48454
9104951,"Peter Morgan","2022-09-02 21:31:29",8.81920
9097334,Ryotaro94,"2022-09-01 21:33:53",8.81941
9100727,"Yan Mazas","2022-09-02 10:35:05",8.86205
9103228,"Emma Meyer","2022-09-02 11:32:26",8.87991
9102924,"Scott Brooks","2022-09-02 21:10:51",8.88283
9097898,Tahl,"2022-09-02 12:54:52",8.91258
9098943,"Maher el Ouahabi","2022-09-02 19:33:30",9.01948
9102108,Demko1,"2022-09-02 13:10:08",9.16999
9102359,"Frank Bauer","2022-09-02 17:49:30",9.30373
9098971,"vinicius simm","2022-09-02 20:33:15",9.36283
9101988,HaoKao,"2022-09-02 08:16:54",9.37750
9104665,Riley,"2022-09-02 20:07:35",9.37855
9101816,"Salih Kundakcı","2022-09-02 09:33:22",9.41035
9096330,"Tien Le-Quang","2022-09-02 16:38:33",9.43992
9101156,kangmin97,"2022-09-02 08:01:18",9.49809
9097645,Outatime,"2022-09-02 16:55:20",9.70908
9096347,"Bispo Gustavo","2022-09-03 04:29:55",9.95987
9104378,"Asad Gudzevic","2022-09-03 00:02:45",10.23366
9103463,"Francesc Oliveras","2022-09-03 12:37:41",10.43529
9102556,Salmon37,"2022-09-02 16:14:06",10.54135
9098894,AngusHendrick,"2022-09-03 16:51:54",10.57197
9101920,"Travis Knoche","2022-09-02 20:42:25",10.77889
9107015,"Ferre Janssen","2022-09-03 14:17:09",10.87676
9096038,"Burak Dilber","2022-09-01 13:04:13",10.93669
9105253,guneydas,"2022-09-02 23:50:49",10.96586
9099944,tsukaryo,"2022-09-01 18:39:21",10.97162
9100276,VassilisTsoubris,"2022-09-03 15:13:31",11.04427
9096769,tueda,"2022-09-02 17:30:45",11.37651
9103087,"Anudeep Ayinaparthi","2022-09-02 17:07:22",11.38143
9096209,naoo24,"2022-09-01 02:07:49",11.38555
9101360,Liyuwangs,"2022-09-02 09:09:44",11.41675
9097150,"Tracy Porter","2022-09-01 14:19:57",11.49870
9096945,sun9sun9,"2022-09-03 14:20:21",11.59077
9101522,xamar9,"2022-09-03 04:48:00",11.59077
9104439,"Alexander Andreev","2022-09-03 00:34:50",11.66968
9100552,"Los Blancos","2022-09-03 10:23:28",11.76851
9098682,"Yuichi Yamada","2022-09-03 11:55:31",12.19336
9096124,Olaf,"2022-09-02 09:02:04",12.26496
9096125,Masa7777,"2022-09-03 10:22:03",12.27802
9098489,LucasF,"2022-09-02 21:35:11",12.28404
9106543,Floh,"2022-09-03 10:16:47",12.29963
9096216,萧瑟,"2022-09-01 07:31:30",12.31069
9096883,Akahachi,"2022-09-03 07:29:16",12.32711
9099821,"Onur Serbetci","2022-09-03 11:34:12",12.39054
9101173,"Thomas Wright","2022-09-03 04:15:01",13.34065
9098157,"Joie Reese","2022-09-03 12:20:16",13.60275
9103242,stop0729,"2022-09-03 02:47:06",14.25636
9103975,KyleHan,"2022-09-02 14:34:25",14.25666
9103117,"Nuriel Reuven","2022-09-02 21:25:09",14.27048
9102133,"Himanshu Nayal","2022-09-03 11:37:58",14.53154
9098426,"Eivind E. Dahl","2022-09-03 13:43:39",14.67690
9097734,"Baurzhanov Amir","2022-09-03 15:04:25",14.89990
9096045,"Liam Presland","2022-09-01 07:21:47",15.26852
9096102,chal1ce,"2022-09-03 09:46:13",15.40331
9102918,ChalChen,"2022-09-02 11:16:37",16.69966
9097103,Christi,"2022-09-02 12:12:01",17.22365
9098873,FoxRes,"2022-09-02 14:03:07",17.29588
9100141,"Roshan Kumar001","2022-09-02 19:17:21",17.43867
9096043,"Oscar Aguilar","2022-09-03 00:44:49",17.90047
9096899,"Vijayendra D","2022-09-03 10:43:35",18.18635
9100003,"russell gilbert","2022-09-03 14:42:02",18.32866
9099335,matthew-ch,"2022-09-03 16:34:30",19.82365
9101035,praveen,"2022-09-03 05:44:29",20.34178
9096893,strain_tenzzor,"2022-09-03 11:30:48",21.15612
9105096,"Umut Oncu","2022-09-03 10:38:42",21.31128
9096497,"Ktm Sat","2022-09-03 07:18:58",21.34668
9099620,SeaBreeze,"2022-09-01 21:24:28",21.63954
9096294,"Naruhiko Nakanishi","2022-09-01 02:04:31",21.70860
9100013,Jason-Oh,"2022-09-01 20:27:08",22.02554
9100094,mburakerkn,"2022-09-01 18:30:26",22.29685
9096764,interl0per,"2022-09-03 11:01:07",22.35127
9107648,"Henry Schmale","2022-09-03 15:59:22",22.58610
9096269,yoontaepark,"2022-09-02 02:58:20",22.60144
9096081,"INDHRA KIRANU","2022-09-01 13:40:06",22.64103
9099480,DLastStark,"2022-09-02 15:41:45",22.70910
9096267,"Rogério Delfim","2022-09-01 02:50:29",23.03734
9101078,"Jeremy H","2022-09-03 01:32:48",23.20084
9106788,"Nico Barea","2022-09-03 13:28:22",23.42260
9098654,"Japkeerat Singh","2022-09-01 12:04:34",23.59166
9099996,"Ramón Sieira Martínez","2022-09-01 17:10:53",23.59963
9097369,"Konstantinos Konstantopoulos","2022-09-01 11:11:46",23.69912
9096069,"hisa koro","2022-09-03 14:53:28",24.25592
9100458,"Thierry Neusius","2022-09-02 20:27:54",24.58634
9098248,"Mikhail Zemskov","2022-09-03 06:29:30",24.85674
9097424,Logame,"2022-09-02 10:46:54",24.94131
9096822,"Abinanthan K","2022-09-02 05:05:27",24.97573
9101338,potatokim01,"2022-09-02 05:02:49",25.09035
9099160,umar0921,"2022-09-03 07:41:09",25.29961
9099556,"Julian Johs","2022-09-01 21:26:39",25.43859
9099124,"Leandro Destefani","2022-09-01 13:51:08",25.54131
9096109,"Ryan Barretto","2022-09-01 18:32:34",25.58251
9097948,rZmjfeQ4JF2Eji7aCh9Ue7gZ,"2022-09-01 15:03:02",25.61571
9103878,Andreas,"2022-09-02 14:29:22",25.61571
9098271,"Katherine Koval","2022-09-03 12:46:49",25.61718
9096918,Amembo,"2022-09-01 10:19:06",25.72005
9101401,"Akash Joshi","2022-09-03 04:51:44",25.81005
9098505,"Dmitry Uarov","2022-09-02 19:58:23",26.21724
9096058,jc,"2022-09-02 21:52:16",26.48924
9103714,casati8,"2022-09-02 16:10:27",26.73100
9097018,lizz,"2022-09-03 16:57:23",27.62583
9102914,"Owais haseeb","2022-09-02 19:25:19",27.90461
9099548,Hugo,"2022-09-03 16:20:29",27.96807
9097040,"Emmanuel Olang'","2022-09-01 06:27:19",28.06967
9096950,Alexander_Shumilin,"2022-09-03 16:40:27",28.08288
9106824,"alice_and_ eve","2022-09-03 14:14:14",28.46504
9098273,"Yahya Murad","2022-09-02 11:40:11",28.48850
9102901,youngjaeoh,"2022-09-03 14:00:14",28.85376
9100176,Yashwanth,"2022-09-03 13:55:12",29.02651
9097210,"Sindre E. de Lange","2022-09-01 21:54:44",29.03200
9101784,"Andrew Schleiss","2022-09-02 19:54:12",29.05364
9096854,PSP,"2022-09-01 06:37:46",29.11783
9106057,"Mohammed AL-nasheri","2022-09-03 07:00:25",29.41306
9098266,resh,"2022-09-02 16:25:36",29.54373
9101036,aveleze,"2022-09-02 00:03:02",29.83551
9096589,"Umang Savani","2022-09-03 09:25:33",30.12519
9103557,"Jordan Meyer","2022-09-02 16:38:35",30.72105
9098834,"Alexander K","2022-09-02 07:43:56",30.79223
9106122,CattaPay,"2022-09-03 07:38:20",31.22688
9101019,"Chirag Desai","2022-09-02 07:07:11",31.36708
9099772,"Vadim Imaev","2022-09-01 17:22:49",31.38965
9096609,sardinetrawler,"2022-09-01 06:58:46",31.90414
9098030,ANIBAH,"2022-09-02 17:21:59",32.14699
9097646,"Samuel Kamhaji","2022-09-01 09:10:18",32.44415
9096296,Hey24sheep,"2022-09-01 04:24:04",33.65670
9097015,hy30n80,"2022-09-01 14:34:41",33.78837
9095995,"Masato Murakawa","2022-09-03 15:37:15",35.13549
9098639,TTapolo,"2022-09-03 02:50:57",35.21407
9097993,pachi-dragon,"2022-09-01 15:33:38",35.41300
9099908,mackott,"2022-09-02 21:47:40",35.45823
9096381,Satya,"2022-09-01 05:22:18",35.63773
9096041,"Maycon D S Mendes","2022-09-01 02:04:09",36.26685
9106375,Captain.Young,"2022-09-03 14:39:51",36.76270
9096825,hwan1Park,"2022-09-01 19:54:29",43.56506
9103545,brthyyjp,"2022-09-02 13:28:27",50.14751
9106381,"Nikolai Neustroev","2022-09-03 08:27:48",50.36698
9099593,"Rare Book","2022-09-03 05:15:23",50.92778
9100600,"Aaron Falloon","2022-09-03 09:54:32",51.01129
9100743,"Erdoğan Alkan","2022-09-02 19:32:53",51.59526
9102952,"Itay Koren","2022-09-02 13:05:07",57.96998
9102382,YuH25JP,"2022-09-02 09:01:09",65.63780
9087052,sample_submission.csv,"2022-08-30 00:28:31",65.86858
9100053,"Ryan Harvey","2022-09-03 16:09:15",70.18782
9103879,"Mikail Duzenli","2022-09-03 15:55:24",85.38240
