date,index,row_id,num_sold,elec,imports,cpi,gdp,oil,num_sold_,smooth,elec_,imports_,cpi_,gdp_,oil_,num_sold_nrm,num_sold_nrm_,xmas_bump,month,mnth_avg,month_avg,dow,dom
2017-01-16,723.0,723.0,389.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,389.0,417.04010996436494,8047.358714076124,29925610418.106506,0.6434229736208869,99289.08008904598,56.58000000000006,-28.040109964364945,0.23589517215669428,0.0,0.0,436.0957381622961,434.6633996263694,0.0,0.5
2017-01-17,771.0,771.0,393.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,393.0,416.6492726551766,8033.552127782171,29933137149.06355,0.6367149617088976,99290.41883959304,56.57999999999996,-23.649272655176617,0.253061531902839,0.0,0.0,436.0957381622961,434.43658806840085,0.16666666666666666,0.5333333333333333
2017-01-18,819.0,819.0,373.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,373.0,416.2606290026962,8019.746739839845,29940636469.54989,0.630022951576741,99291.77047387326,56.580000000000034,-43.26062900269619,0.17638923127651676,0.0,0.0,436.0957381622961,434.21021347092034,0.3333333333333333,0.5666666666666667
2017-01-19,867.0,867.0,382.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,382.0,415.8741015894809,8005.943330002874,29948107249.105766,0.6233471349515145,99293.13507345649,56.57999999999999,-33.874101589480915,0.2130866752936554,0.0,0.0,436.0957381622961,433.9843497877852,0.5,0.6
2017-01-20,915.0,915.0,388.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,388.0,415.4896273062587,7992.142667628556,29955548357.09458,0.6166876665362472,99294.51271042501,56.58000000000009,-27.489627306258683,0.23804733191066452,0.0,0.0,436.0957381622961,433.7590609377175,0.6666666666666666,0.6333333333333333
2017-01-21,963.0,963.0,451.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,451.0,415.1071563768109,7978.345504627471,29962958666.48652,0.6100446606423665,99295.90344745282,56.57999999999996,35.892843623189094,0.4858466059346866,0.0,0.0,436.0957381622961,433.5343991680981,0.8333333333333333,0.6666666666666666
2017-01-22,1011.0,1011.0,456.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,456.0,414.72664637709136,7964.5525685186085,29970337057.73081,0.6034181878052598,99297.30733787439,56.57999999999997,41.273353622908644,0.5068821770043851,0.0,0.0,436.0957381622961,433.3104035574979,1.0,0.7
2017-01-23,1059.0,1059.0,377.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,377.0,414.3480447585902,7950.764555616123,29977682422.735672,0.5968082713655425,99298.72442574459,56.58,-37.34804475859022,0.19950499280822162,0.0,0.0,436.0957381622961,433.087098685271,0.0,0.7333333333333333
2017-01-24,1107.0,1107.0,380.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,380.0,413.971288320403,7936.982124370111,29984993668.976257,0.590214883994965,99300.15474588374,56.579999999999906,-33.971288320403005,0.21270671532973937,0.0,0.0,436.0957381622961,432.86449349118465,0.16666666666666666,0.7666666666666667
2017-01-25,1155.0,1155.0,363.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,363.0,413.5963226799724,7923.205888877824,29992269723.75649,0.5836379441417328,99301.59832390984,56.57999999999999,-50.59632267997239,0.14770969983768953,0.0,0.0,436.0957381622961,432.64258032256475,0.3333333333333333,0.8
2017-01-26,1203.0,1203.0,388.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,388.0,413.2231076731677,7909.436412577616,29999509538.654125,0.5770773123653993,99303.05517625304,56.58000000000006,-25.223107673167704,0.2469084872333453,0.0,0.0,436.0957381622961,432.4213340938926,0.5,0.8333333333333334
2017-01-27,1251.0,1251.0,418.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,418.0,412.85161946825906,7895.674202130251,30006712094.183365,0.5705327875262338,99304.52531015071,56.57999999999996,5.148380531740941,0.3656484577305965,0.0,0.0,436.0957381622961,432.2007113094489,0.6666666666666666,0.8666666666666667
2017-01-28,1299.0,1299.0,444.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,444.0,412.4818448525404,7881.919701486214,30013876404.715843,0.5640041027880541,99306.00872361993,56.57999999999995,31.518155147459595,0.4687433814552608,0.0,0.0,436.0957381622961,431.9806483125381,0.8333333333333333,0.9
2017-01-29,1347.0,1347.0,466.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,466.0,412.1137706859441,7868.1732861297605,30021001523.706783,0.5574909213869137,99307.50540540257,56.57999999999995,53.886229314055925,0.5561933097795737,0.0,0.0,436.0957381622961,431.7610573029479,1.0,0.9333333333333333
2017-01-30,1395.0,1395.0,410.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,410.0,411.7473743220601,7854.435257481675,30028086549.281662,0.5509928321105286,99309.01533488119,56.57999999999998,-1.747374322060125,0.338688905324986,0.0,0.0,436.0957381622961,431.54181717238953,0.0,0.9666666666666667
2017-01-31,1443.0,1443.0,369.0,8081.845,29883300000.0,0.714699633,99313.3,56.58,369.0,411.38262077466584,7840.705837433718,30035130630.24722,0.5445093444248251,99310.53848195716,56.58000000000002,-42.38262077466584,0.17982188068734867,0.0,0.0,436.0957381622961,431.3227537638044,0.16666666666666666,0.9999999999999999
2017-02-01,1491.0,1491.0,380.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,380.0,411.0194762554188,7826.985162976641,30042132972.60142,0.5380398831744427,99312.07480688918,56.57999999999999,-31.019476255418795,0.224247080923448,0.0,0.09090909090909091,427.6168649503811,431.10359817768955,0.3333333333333333,0.0
2017-02-02,1539.0,1539.0,384.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,384.0,410.65792066077813,7813.2732940199785,30049092837.661285,0.5315837995536521,99313.62426008264,56.58000000000004,-26.65792066077813,0.24129896126384082,0.0,0.09090909090909091,427.6168649503811,430.88390018997137,0.5,0.03333333333333333
2017-02-03,1587.0,1587.0,386.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,386.0,410.29794825953786,7799.570262239701,30056009512.978283,0.5251404336185451,99315.18678182644,56.58000000000001,-24.29794825953786,0.25052547829873234,0.0,0.09090909090909091,427.6168649503811,430.6628556717259,0.6666666666666666,0.06666666666666668
2017-02-04,1635.0,1635.0,443.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,443.0,409.93956683473203,7785.876083153244,30062882309.078033,0.5187091290896098,99316.76230196506,56.580000000000005,33.060433165267966,0.474773051292234,0.0,0.09090909090909091,427.6168649503811,430.4389849091574,0.8333333333333333,0.1
2017-02-05,1683.0,1683.0,482.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,482.0,409.58279412146254,7772.1907553738765,30069710565.404453,0.5122892316344893,99318.35073949941,56.58000000000002,72.41720587853746,0.628641771827481,0.0,0.09090909090909091,427.6168649503811,430.2096484707741,1.0,0.13333333333333333
2017-02-06,1731.0,1731.0,394.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,394.0,409.2276423833437,7758.514259791955,30076493656.78392,0.5058800870077107,99319.95200210818,56.58000000000006,-15.22764238334372,0.28598662675724845,0.0,0.09090909090909091,427.6168649503811,429.9707817335653,0.0,0.16666666666666669
2017-02-07,1779.0,1779.0,361.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,361.0,408.874113537376,7744.846558664566,30083231000.5005,0.4994810390325165,99321.56598557292,56.57999999999998,-47.87411353737599,0.15835241286836027,0.0,0.09090909090909091,427.6168649503811,429.72381459084824,0.16666666666666666,0.2
2017-02-08,1827.0,1827.0,407.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,407.0,408.5222167030806,7731.187594588213,30089922064.087475,0.49309142740675843,99323.19257310279,56.57999999999999,-1.5222167030805736,0.3395691785883338,0.0,0.09090909090909091,427.6168649503811,429.4701885756072,0.3333333333333333,0.23333333333333334
2017-02-09,1875.0,1875.0,387.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,387.0,408.1719777563491,7717.537289320991,30096566373.95702,0.48671058531117817,99324.83163453735,56.57999999999999,-21.171977756349122,0.26274673142994764,0.0,0.09090909090909091,427.6168649503811,429.2100100365848,0.5,0.26666666666666666
2017-02-10,1923.0,1923.0,419.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,419.0,407.82343284650375,7703.895542408362,30103163525.009415,0.4803378367944821,99326.48302542105,56.58000000000004,11.17656715349625,0.3892161767962518,0.0,0.09090909090909091,427.6168649503811,428.9437387467727,0.6666666666666666,0.3
2017-02-11,1971.0,1971.0,429.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,429.0,407.4766295574935,7690.262229550413,30109713191.386497,0.4739724939052125,99328.14658592876,56.579999999999934,21.52337044250652,0.4296679027370102,0.0,0.09090909090909091,427.6168649503811,428.672206982379,0.8333333333333333,0.3333333333333333
2017-02-12,2019.0,2019.0,456.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,456.0,407.13161960200665,7676.637200626498,30116215138.558624,0.4676138535358663,99329.82213963062,56.580000000000005,48.86838039799335,0.5365755937087281,0.0,0.09090909090909091,427.6168649503811,428.3965733915728,1.0,0.3666666666666667
2017-02-13,2067.0,2067.0,375.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,375.0,406.78845252571347,7663.020277262496,30122669236.965775,0.461261193940027,99331.50949208047,56.58000000000004,-31.788452525713467,0.22124070141936042,0.0,0.09090909090909091,427.6168649503811,428.11819861911096,0.0,0.4
2017-02-14,2115.0,2115.0,370.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,370.0,406.4471736688773,7649.411249784906,30129075477.46812,0.4549137708788243,99333.20842921399,56.57999999999999,-36.447173668877326,0.20302702656213714,0.0,0.09090909090909091,427.6168649503811,427.83847185993966,0.16666666666666666,0.43333333333333335
2017-02-15,2163.0,2163.0,380.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,380.0,406.10784311435407,7635.8098733491515,30135433988.90003,0.4485708133494167,99334.91871554709,56.57999999999999,-26.10784311435407,0.24344953719851092,0.0,0.09090909090909091,427.6168649503811,427.5586694455429,0.3333333333333333,0.4666666666666667
2017-02-16,2211.0,2211.0,371.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,371.0,405.7705429095178,7622.2158629520945,30141745058.068325,0.44223151884611867,99336.64009217119,56.58,-34.770542909517815,0.2095819601089548,0.0,0.09090909090909091,427.6168649503811,427.27992816909085,0.5,0.5
2017-02-17,2259.0,2259.0,418.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,418.0,405.4353776279718,7608.628886932828,30148009152.58533,0.4358950481057169,99338.37227454763,56.580000000000005,12.564622372028225,0.3946428992072532,0.0,0.09090909090909091,427.6168649503811,427.0033288684172,0.6666666666666666,0.5333333333333333
2017-02-18,2307.0,2307.0,430.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,430.0,405.102474951138,7595.048558419906,30154226946.984104,0.4295605192944318,99340.11495012401,56.579999999999984,24.897525048862008,0.4428594531710473,0.0,0.09090909090909091,427.6168649503811,426.7299851480572,0.8333333333333333,0.5666666666666667
2017-02-19,2355.0,2355.0,432.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,432.0,404.7719738752728,7581.474423983365,30160399352.624565,0.4232270016080141,99341.86777581544,56.57999999999998,27.228026124727194,0.45197074950019195,0.0,0.09090909090909091,427.6168649503811,426.46103776301356,1.0,0.6
2017-02-20,2403.0,2403.0,401.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,401.0,404.444018255808,7567.905948610933,30166527551.960484,0.41689350828337274,99343.6303754284,56.58000000000003,-3.4440182558079755,0.3320557285350189,0.0,0.09090909090909091,427.6168649503811,426.1975544052871,0.0,0.6333333333333333
2017-02-21,2451.0,2451.0,375.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,375.0,404.11875776934676,7554.342496356815,30172613037.800636,0.41055898906697547,99345.40233716129,56.58000000000005,-29.118757769346757,0.23167810489688956,0.0,0.09090909090909091,427.6168649503811,425.9404070116968,0.16666666666666666,0.6666666666666666
2017-02-22,2499.0,2499.0,370.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,370.0,403.79636019148467,7540.783305669219,30178657658.245087,0.40422232226267424,99347.18321138795,56.58,-33.796360191484666,0.2133906120399291,0.0,0.09090909090909091,427.6168649503811,425.690190835381,0.3333333333333333,0.7
2017-02-23,2547.0,2547.0,378.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,378.0,403.47702527555936,7527.227457150903,30184663668.00667,0.39788230660518603,99348.97250904983,56.57999999999999,-25.477025275559356,0.24591577431742556,0.0,0.09090909090909091,427.6168649503811,425.4472048217898,0.5,0.7333333333333333
2017-02-24,2595.0,2595.0,393.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,393.0,403.16099278843296,7513.673830440651,30190633786.80741,0.3915376533982911,99350.76970114103,56.58000000000002,-10.160992788432964,0.3057951333197415,0.0,0.09090909090909091,427.6168649503811,425.2114801174528,0.6666666666666666,0.7666666666666667
2017-02-25,2643.0,2643.0,437.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,437.0,402.8485458196155,7500.121045655622,30196571265.441803,0.38518697965236043,99352.57422000801,56.57999999999998,34.15145418038452,0.47903849269150933,0.0,0.09090909090909091,427.6168649503811,424.98281186169584,0.8333333333333333,0.8
2017-02-26,2691.0,2691.0,456.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,456.0,402.5400085009718,7486.567383114542,30202479959.86255,0.3788288034025072,99354.38546351876,56.579999999999984,53.459991499028206,0.5545268960286326,0.0,0.09090909090909091,427.6168649503811,424.76075405291056,1.0,0.8333333333333334
2017-02-27,2739.0,2739.0,362.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,362.0,402.23573472522594,7473.010672709042,30208364413.190163,0.3724615430548692,99356.20280362558,56.58000000000001,-40.23573472522594,0.18821531812615858,0.0,0.09090909090909091,427.6168649503811,424.5447073437523,0.0,0.8666666666666667
2017-02-28,2787.0,2787.0,379.0,7007.072,30036600000.0,0.373993096,99313.3,56.58,379.0,401.9361134581361,7459.44814111155,30214229944.74258,0.3660835235894174,99358.02560149861,56.57999999999999,-22.936113458136106,0.25584968971206834,0.0,0.09090909090909091,427.6168649503811,424.3340035207708,0.16666666666666666,0.9
2017-03-01,2835.0,2835.0,393.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,393.0,401.64160872775494,7445.8762007970445,30220082743.842697,0.3596929938704902,99359.85323229217,56.580000000000005,-8.641608727754942,0.31173529724327764,0.0,0.1818181818181818,419.3637468680634,424.127957781471,0.3333333333333333,0.0
2017-03-02,2883.0,2883.0,353.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,353.0,401.35277830378914,7432.290168130463,30225929903.594154,0.35328817510437255,99361.68512379391,56.57999999999998,-48.35277830378914,0.1564810313983938,0.0,0.1818181818181818,419.3637468680634,423.92589342111864,0.5,0.03333333333333333
2017-03-03,2931.0,2931.0,386.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,386.0,401.0702915641886,7418.683900915872,30231779241.650658,0.34686738284925633,99363.52081471258,56.57999999999998,-15.070291564188608,0.28660180344856306,0.0,0.1818181818181818,419.3637468680634,423.72714436303676,0.6666666666666666,0.06666666666666668
2017-03-04,2979.0,2979.0,395.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,395.0,400.7949665640669,7405.049261647002,30237639226.141014,0.3404291607590619,99365.36004018206,56.580000000000005,-5.794966564066897,0.3228644919752605,0.0,0.1818181818181818,419.3637468680634,423.53103504423063,0.8333333333333333,0.1
2017-03-05,3027.0,3027.0,470.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,470.0,400.5277930409615,7391.375383508737,30243518896.042446,0.33397246397746805,99367.20285399932,56.579999999999984,69.47220695903849,0.6171280428176782,0.0,0.1818181818181818,419.3637468680634,423.3368475013476,1.0,0.13333333333333333
2017-03-06,3075.0,3075.0,369.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,369.0,400.2699522024009,7377.647706504172,30249427689.370342,0.3274969282444939,99369.04979866979,56.580000000000005,-31.269952202400873,0.223267823458214,0.0,0.1818181818181818,419.3637468680634,423.14378488751254,0.0,0.16666666666666669
2017-03-07,3123.0,3123.0,397.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,397.0,400.0228285591517,7363.8467542977605,30255375133.49169,0.3210032540452533,99370.90213433868,56.57999999999999,-3.022828559151719,0.33370240622882474,0.0,0.1818181818181818,419.3637468680634,422.9509421419311,0.16666666666666666,0.2
2017-03-08,3171.0,3171.0,352.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,352.0,399.78806574402046,7349.946669222726,30261370339.99752,0.3144937370326081,99372.76213379088,56.57999999999998,-47.78806574402046,0.15868882418859112,0.0,0.1818181818181818,419.3637468680634,422.75728924279355,0.3333333333333333,0.23333333333333334
2017-03-09,3219.0,3219.0,359.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,359.0,399.56757807430404,7335.91363753117,30267421241.472942,0.30797296857665873,99374.63343855436,56.58,-40.56757807430404,0.18691794773675258,0.0,0.1818181818181818,419.3637468680634,422.56167193361046,0.5,0.26666666666666666
2017-03-10,3267.0,3267.0,388.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,388.0,399.3635380810125,7321.704575971752,30273533523.47893,0.30144870251856926,99376.5214433692,56.579999999999956,-11.363538081012507,0.30109367807332305,0.0,0.1818181818181818,419.3637468680634,422.36283543964794,0.6666666666666666,0.3
2017-03-11,3315.0,3315.0,439.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,439.0,399.17826759919467,7307.266889809749,30279709269.951157,0.29493281780165287,99378.43362165027,56.580000000000005,39.82173240080533,0.5012069377825588,0.0,0.1818181818181818,419.3637468680634,422.1594648821619,0.8333333333333333,0.3333333333333333
2017-03-12,3363.0,3363.0,414.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,414.0,399.01396158007014,7292.540806435005,30285945502.05465,0.2884421763328895,99380.37960837247,56.58,14.986038419929855,0.40410963551433154,0.0,0.1818181818181818,419.3637468680634,421.9502677351525,1.0,0.3666666666666667
2017-03-13,3411.0,3411.0,404.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,404.0,398.8721672474132,7277.46664042427,30292233121.340168,0.28199895533020797,99382.37070446882,56.579999999999984,5.127832752586812,0.3655681244036919,0.0,0.1818181818181818,419.3637468680634,421.7341186266022,0.0,0.4
2017-03-14,3459.0,3459.0,377.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,377.0,398.7529538346492,7261.9998250002145,30298557358.07541,0.27562971541355,99384.41825156707,56.58000000000003,-21.75295383464919,0.2604753550017814,0.0,0.1818181818181818,419.3637468680634,421.5102841894365,0.16666666666666666,0.43333333333333335
2017-03-15,3507.0,3507.0,351.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,351.0,398.7264592702042,7247.220762512943,30301927242.891457,0.26997757727044747,99387.15302528936,56.58000000000002,-47.7264592702042,0.15892968004767938,0.0,0.1818181818181818,419.3637468680634,421.2787344138692,0.3333333333333333,0.4666666666666667
2017-03-16,3555.0,3555.0,370.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,370.0,398.70678914180996,7232.405106027229,30305234673.113758,0.2643616284264181,99389.90151207097,56.580000000000034,-28.706789141809963,0.23328873202024553,0.0,0.1818181818181818,419.3637468680634,421.0405160794035,0.5,0.5
2017-03-17,3603.0,3603.0,400.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,400.0,398.6930008005849,7217.582745275938,30308478117.367504,0.25878405554079864,99392.661780052,56.58000000000003,1.3069991994150882,0.35063024383894587,0.0,0.1818181818181818,419.3637468680634,420.7981118516067,0.6666666666666666,0.5333333333333333
2017-03-18,3651.0,3651.0,429.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,429.0,398.6844690149075,7202.7886456375445,30311655453.859375,0.2532468706025045,99395.4320427906,56.580000000000034,30.315530985092494,0.4640416178605591,0.0,0.1818181818181818,419.3637468680634,420.55564556443915,0.8333333333333333,0.5666666666666667
2017-03-19,3699.0,3699.0,459.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,459.0,398.6807450326161,7188.062104508072,30314763991.300034,0.24775188992297154,99398.21066087144,56.58000000000001,60.31925496738393,0.5813437821940526,0.0,0.1818181818181818,419.3637468680634,420.318755380705,1.0,0.6
2017-03-20,3747.0,3747.0,377.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,377.0,398.6815834458009,7173.445631150839,30317800492.042103,0.24230071691654523,99400.99614267252,56.58000000000002,-21.681583445800925,0.26075438373455356,0.0,0.1818181818181818,419.3637468680634,420.0940021522359,0.0,0.6333333333333333
2017-03-21,3795.0,3795.0,348.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,348.0,398.6868673931983,7158.9834938036365,30320760999.490955,0.23689468169094255,99403.78714439092,56.58000000000001,-50.68686739319833,0.14735570741872758,0.0,0.1818181818181818,419.3637468680634,419.8878461288096,0.16666666666666666,0.6666666666666666
2017-03-22,3843.0,3843.0,357.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,357.0,398.696635634116,7144.720012182406,30323640146.13488,0.23153465755574634,99406.58246942445,56.580000000000034,-41.69663563411598,0.18250379916302212,0.0,0.1818181818181818,419.3637468680634,419.7054575996319,0.3333333333333333,0.7
2017-03-23,3891.0,3891.0,359.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,359.0,398.71112982535215,7130.697714129078,30326431173.361755,0.22622104273888272,99409.38106720564,56.58000000000003,-39.711129825352145,0.19026630653717955,0.0,0.1818181818181818,419.3637468680634,419.54977455111464,0.5,0.7333333333333333
2017-03-24,3939.0,3939.0,399.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,399.0,398.7307328037,7116.955498776944,30329126146.890224,0.2209537907089984,99412.18203157505,56.580000000000034,0.2692671963000066,0.3465731404595328,0.0,0.1818181818181818,419.3637468680634,419.4211465705413,0.6666666666666666,0.7666666666666667
2017-03-25,3987.0,3987.0,457.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,457.0,398.7556942203825,7103.526970785843,30331716151.83084,0.21573243925885163,99414.98459877877,56.580000000000005,58.24430577961749,0.5732315881627156,0.0,0.1818181818181818,419.3637468680634,419.31763485308886,0.8333333333333333,0.8
2017-03-26,4035.0,4035.0,437.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,437.0,398.78602340025463,7090.439094113616,30334191468.97436,0.2105561388016907,99417.78814516717,56.58000000000001,38.213976599745365,0.4949212768660881,0.0,0.1818181818181818,419.3637468680634,419.2357581128517,1.0,0.8333333333333334
2017-03-27,4083.0,4083.0,387.0,7284.07,30690600000.0,0.229292061,99313.3,56.58,387.0,398.8215804761549,7077.71127335087,30336541733.827106,0.2054236802703537,99420.59218466641,56.580000000000005,-11.821580476154907,0.2993029215546185,0.0,0.1818181818181818,419.3637468680634,419.1713577375021,0.0,0.8666666666666667
