0,mark_,prod_,country_,date_
133,-34.29236,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-13
134,-29.338612,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-14
135,-16.418493,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-15
136,20.790094,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-16
137,45.706852,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-17
138,-32.749557,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-18
139,-27.39809,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-19
140,-29.808569,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-20
141,-27.683764,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-21
142,-13.811651,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-22
143,22.842258,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-23
144,45.35842,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-24
145,-28.25084,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-25
146,-35.192524,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-26
147,-37.805706,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-27
148,-26.33406,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-28
149,-2.66825,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-29
150,41.29179,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-30
151,57.220264,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-05-31
152,-13.430457,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-01
153,-35.872444,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-02
154,-25.132626,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-03
155,-22.878727,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-04
156,-14.003208,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-05
157,20.706383,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-06
158,43.07163,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-07
159,-35.05295,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-08
160,-37.746933,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-09
161,-33.678207,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-10
162,-28.711277,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-11
163,-18.680862,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-12
164,19.520744,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-13
165,46.748543,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-14
166,-31.988314,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-15
167,-32.733868,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-16
168,-34.979298,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-17
169,-30.421082,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-18
170,-16.748434,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-19
171,17.732224,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-20
172,41.206573,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-21
173,-35.22847,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-22
174,-24.815529,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-23
175,-27.291737,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-24
176,-26.825693,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-25
177,-9.30126,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-26
178,30.241547,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-27
179,46.490383,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-28
180,-21.553543,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-29
181,-34.855064,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-06-30
182,-36.048176,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-01
183,-21.318325,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-02
184,-10.967487,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-03
185,25.54841,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-04
186,44.201252,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-05
187,-33.90675,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-06
188,-38.07116,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-07
189,-34.390472,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-08
190,-28.747051,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-09
191,-17.559961,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-10
192,19.417658,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-11
193,48.399883,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-12
194,-30.642542,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-13
195,-36.16096,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-14
196,-33.468346,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-15
197,-31.902376,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-16
198,-16.30317,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-17
199,17.161385,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-18
200,39.57501,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-19
201,-35.747948,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-20
202,-28.43468,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-21
203,-31.01876,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-22
204,-30.604,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-23
205,-17.07162,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-24
206,23.007687,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-25
207,38.115547,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-26
208,-27.50249,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-27
209,-21.153028,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-28
210,-26.584911,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-29
211,-22.205019,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-30
212,-3.1760154,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-07-31
213,38.69573,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-01
214,49.398674,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-02
215,-29.777208,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-03
216,-40.812183,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-04
217,-31.832493,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-05
218,-26.777592,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-06
219,-13.755276,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-07
220,24.080912,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-08
221,49.03704,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-09
222,-29.59786,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-10
223,-36.291035,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-11
224,-31.767141,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-12
225,-30.169357,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-13
226,-16.747734,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-14
227,18.009542,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-15
228,42.514347,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-16
229,-33.426777,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-17
230,-32.374878,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-18
231,-35.03372,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-19
232,-30.693628,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-20
233,-16.712238,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-21
234,18.036549,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-22
235,33.36081,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-23
236,-36.838856,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-24
237,-27.812723,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-25
238,-30.614805,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-26
239,-31.250626,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-27
240,-13.520447,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-28
241,28.995224,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-29
242,44.705128,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-30
243,-23.978657,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-08-31
244,-23.175213,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-01
245,-31.77076,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-02
246,-21.522713,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-03
247,-5.8110943,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-04
248,34.599277,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-05
249,53.40487,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-06
250,-25.610945,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-07
251,-37.114845,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-08
252,-29.419159,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-09
253,-28.669876,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-10
254,-15.464605,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-11
255,19.29173,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-12
256,46.51716,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-13
257,-30.695356,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-14
258,-33.0961,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-15
259,-31.511345,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-16
260,-30.016954,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-17
261,-15.676608,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-18
262,19.715696,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-19
263,34.66592,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-20
264,-39.814533,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-21
265,-31.184502,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-22
266,-33.17628,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-23
267,-33.40137,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-24
268,-21.23477,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-25
269,20.481813,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-26
270,36.34498,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-27
271,-31.394913,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-28
272,-25.938042,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-29
273,-30.653131,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-09-30
274,-27.440855,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-01
275,-3.1794565,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-02
276,39.915012,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-03
277,57.125233,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-04
278,-21.070246,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-05
279,-34.69347,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-06
280,-25.341516,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-07
281,-25.000008,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-08
282,-10.771806,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-09
283,25.654295,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-10
284,51.563744,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-11
285,-27.215092,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-12
286,-31.705074,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-13
287,-28.9473,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-14
288,-27.465836,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-15
289,-15.1355095,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-16
290,20.899137,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-17
291,37.09312,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-18
292,-38.94396,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-19
293,-30.5928,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-20
294,-33.89796,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-21
295,-31.453836,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-22
296,-19.612135,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-23
297,15.785019,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-24
298,32.507458,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-25
299,-37.21426,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-26
300,-29.44255,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-27
301,-33.04547,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-28
302,-34.77073,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-29
303,-18.497673,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-30
304,23.104439,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-10-31
305,42.00573,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-01
306,-23.016724,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-02
307,-43.27465,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-03
308,-37.006554,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-04
309,-30.670233,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-05
310,-13.153773,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-06
311,30.767418,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-07
312,55.508595,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-08
313,-21.718424,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-09
314,-29.057413,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-10
315,-24.30749,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-11
316,-22.842316,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-12
317,-10.330104,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-13
318,24.11791,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-14
319,44.03403,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-15
320,-34.24608,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-16
321,-27.521896,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-17
322,-30.39163,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-18
323,-28.627377,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-19
324,-16.601393,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-20
325,18.084578,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-21
326,34.101448,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-22
327,-42.035694,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-23
328,-32.456028,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-24
329,-34.554394,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-25
330,-35.72201,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-26
331,-23.941057,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-27
332,15.195763,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-28
333,34.411144,KaggleMart,Kaggle for Kids: One Smart Goose,France,2020-11-29
